Primary Key,Order No,Order Date,Manufacturer,Product Category,Model Year,Serial Number,Complaint,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Complaint_Clean,Correction_Clean,Order No,Part Manufacturer,Part Description,Revenue,Actual Hours,Cost,Cost_Per_Hour,Year,Month
SO0058898-3,SO0058898,2023-08-02,PASEIH,SPRAYS,2023,YPT056934,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,123 Stunden gewartet. Motoröl und Filter gewechselt. Kraftstofffilter gewechselt. Motorluftfilter gewechselt. Kabinenluftfilter gewechselt. Batterieklemmen überprüft. Klimaanlagenriemen überprüft. Gelenkbolzen des Auslegers festgezogen. Kühlmittel auf -34 °F überprüft. Maschine gefettet. Reifenpresse einstellen. bis 33PSICleane,Air Leak - Air Bag,Air Bag - Removed,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,123 Stunden gewartet. Motoröl und Filter gewechselt. Kraftstofffilter gewechselt. Motorluftfilter gewechselt. Kabinenluftfilter gewechselt. Batterieklemmen überprüft. Klimaanlagenriemen überprüft. Gelenkbolzen des Auslegers festgezogen. Kühlmittel auf -34 °F überprüft. Maschine gefettet. Reifenpresse einstellen. bis 33PSICleane,SO0058898,PASE,FILTER  ENGINE OIL,155.71,11.2398,109.55,9.660664209245313,2023,8
SO0058898-4,SO0058898,2023-08-02,PASEIH,SPRAYS,2023,YPT056934,Going to freeze,"Leeren Sie den Produkttank und den Chemikalieninduktor. Ich habe es im Laden in eine Trachdose entleert. Ich wusste nicht, dass sich 150 Gallonen Wasser im Produkttank befanden. Draußen war es windig und kalt. Mein Fehler. Abgelassene Produktausleger und Umwälzsystem.  Joe hat den Filter entfernt und gereinigt",Not Cooling - Air Conditioner,No Component Mentioned - No Component Mentioned,Going to freeze,"Leeren Sie den Produkttank und den Chemikalieninduktor. Ich habe es im Laden in eine Trachdose entleert. Ich wusste nicht, dass sich 150 Gallonen Wasser im Produkttank befanden. Draußen war es windig und kalt. Mein Fehler. Abgelassene Produktausleger und Umwälzsystem.  Joe hat den Filter entfernt und gereinigt",SO0058898,PICK,RV ANTI FREEZE,520.6599,10.1197,368.5,36.057809916142354,2023,8
SO0058898-5,SO0058898,2023-08-02,PASEIH,SPRAYS,2023,YPT056934,hyd. oil leak,"ABFLUSS Hyd. TankEntfernen Sie das vordere 3-Zoll-Metallrohr. Innenstufe auf der Plattform. Entfernen Sie defekte Rohre, um undichte Rohre zu ersetzen. Ersetzte O-Ringe am ersetzten Rohr. Das neue Rohr zum Reinigen mit Luft ausblasen. Die entfernten Teile wieder einbauen, um das Rohr zu ersetzen. Hyd nachfüllen. Tank mit HV 4",Lost - Battery,"Latch - Installed, Battery Cover - Installed",hyd. oil leak,"ABFLUSS Hyd. TankEntfernen Sie das vordere 3-Zoll-Metallrohr. Innenstufe auf der Plattform. Entfernen Sie defekte Rohre, um undichte Rohre zu ersetzen. Ersetzte O-Ringe am ersetzten Rohr. Das neue Rohr zum Reinigen mit Luft ausblasen. Die entfernten Teile wieder einbauen, um das Rohr zu ersetzen. Hyd nachfüllen. Tank mit HV 4",SO0058898,PASE,O-RING,2.3399,17.6399,2.1299,0.12006268355514968,2023,8
SO0058898-6,SO0058898,2023-08-02,PASEIH,SPRAYS,2023,YPT056934,hyd. oil leak,"ABFLUSS Hyd. TankEntfernen Sie das vordere 3-Zoll-Metallrohr. Innenstufe auf der Plattform. Entfernen Sie defekte Rohre, um undichte Rohre zu ersetzen. Ersetzte O-Ringe am ersetzten Rohr. Das neue Rohr zum Reinigen mit Luft ausblasen. Die entfernten Teile wieder einbauen, um das Rohr zu ersetzen. Hyd nachfüllen. Tank mit HV 4",Missed - Suspension,No Component Mentioned - No Component Mentioned,hyd. oil leak,"ABFLUSS Hyd. TankEntfernen Sie das vordere 3-Zoll-Metallrohr. Innenstufe auf der Plattform. Entfernen Sie defekte Rohre, um undichte Rohre zu ersetzen. Ersetzte O-Ringe am ersetzten Rohr. Das neue Rohr zum Reinigen mit Luft ausblasen. Die entfernten Teile wieder einbauen, um das Rohr zu ersetzen. Hyd nachfüllen. Tank mit HV 4",SO0058898,PASE,OIL HV46 5GAL HYDRAULIC,277.20000000000005,17.6399,254.62,14.352955766379742,2023,8
SO0058898-7,SO0058898,2023-08-02,PASEIH,SPRAYS,2023,YPT056934,hyd. oil leak,"ABFLUSS Hyd. TankEntfernen Sie das vordere 3-Zoll-Metallrohr. Innenstufe auf der Plattform. Entfernen Sie defekte Rohre, um undichte Rohre zu ersetzen. Ersetzte O-Ringe am ersetzten Rohr. Das neue Rohr zum Reinigen mit Luft ausblasen. Die entfernten Teile wieder einbauen, um das Rohr zu ersetzen. Hyd nachfüllen. Tank mit HV 4",Leak - Steering,"Steering Cylinder Hose - No Fix Condition, Right Steering Cylinder - Removed, Right Steering Cylinder - Inspected",hyd. oil leak,"ABFLUSS Hyd. TankEntfernen Sie das vordere 3-Zoll-Metallrohr. Innenstufe auf der Plattform. Entfernen Sie defekte Rohre, um undichte Rohre zu ersetzen. Ersetzte O-Ringe am ersetzten Rohr. Das neue Rohr zum Reinigen mit Luft ausblasen. Die entfernten Teile wieder einbauen, um das Rohr zu ersetzen. Hyd nachfüllen. Tank mit HV 4",SO0058898,PASE,TUBE,277.43,17.6399,254.5399,14.348440521085235,2023,8
SO0058936-1,SO0058936,2023-08-02,PASEIH,SPRAYS,2023,YPT056934,CHEMICAL INDUCTOR AND RINSE TANK FILL RED AND GREEN LIGHTS NOT WORKING PROPERLY,"Habe mir die Schaltpläne angesehen und auf ein mögliches Ventilproblem zurückgeführt. Schauen Sie sich das Servicebulletin und die Fachartikel an. Wissenstraining angeschaut. Ging zum neuen Gerät, um zu sehen, ob sich in der Büchertasche weitere Informationen befanden.  Eingeschickt als ASSIST.  Dort hieß es auch Informationen tr",Broken - Armrest,"Arm Rest - Replaced, No Component Mentioned - Retightened",CHEMICAL INDUCTOR AND RINSE TANK FILL RED AND GREEN LIGHTS NOT WORKING PROPERLY,"Habe mir die Schaltpläne angesehen und auf ein mögliches Ventilproblem zurückgeführt. Schauen Sie sich das Servicebulletin und die Fachartikel an. Wissenstraining angeschaut. Ging zum neuen Gerät, um zu sehen, ob sich in der Büchertasche weitere Informationen befanden.  Eingeschickt als ASSIST.  Dort hieß es auch Informationen tr",SO0058936,PASE,VALVE,1672.5,9.279900000000001,1534.52,163.59662682971032,2023,8
SO0058936-2,SO0058936,2023-08-09,PONDE,TRACT2,0,RWSG016028860,HYDRAULIC CODES,"Ich holte meinen Durchflussmesser und fuhr zur Maschine. Als Erstes habe ich die Maschine gestartet, um den Ölstand zu prüfen, und es war in Ordnung. Ich habe die Maschine abgeschaltet und meinen Durchflussmesser an der Fernbedienung Nummer eins angeschlossen. Ich habe die Maschine gestartet und eingeschaltet","Not Detected - Machine, Not Holding - Wheel","No Component Mentioned - Recalibrated, GPS - Troubleshooted",HYDRAULIC CODES,"Ich holte meinen Durchflussmesser und fuhr zur Maschine. Als Erstes habe ich die Maschine gestartet, um den Ölstand zu prüfen, und es war in Ordnung. Ich habe die Maschine abgeschaltet und meinen Durchflussmesser an der Fernbedienung Nummer eins angeschlossen. Ich habe die Maschine gestartet und eingeschaltet",SO0058936,PASE,"FILTER,HYDRAULIC OI",0.0,0.9499,0.0,0.0,2023,8
SO0058936-3,SO0058936,2023-08-16,PONDE,TRACT2,0,NA#,AC LINE BLEW AND CUSTOMER REPLACED LINE SYSTEM NEED EVACUATED AND RECHARGED,"HÄNGEN SIE DIE MESSGERÄTE AN UND ZIEHEN SIE DAS SYSTEM MIT VAKUUM AN UND HALTEN SIE DAS SYSTEM IM VAKUUM, GELADEN MIT 4 LBS R134A FREONTEST RAN-GERÄT NIEDRIGE SEITE 12 PSI HOCHSEITE 200 PSI ENTLÜFTUNGSTEMPERATUR 46 GRAD UMGEBUNGSTEMPERATUR 79 GRAD F","Leak - Hydraulic System, Leak - Motor","Right Motor Hose - Replaced, O Ring - Installed",AC LINE BLEW AND CUSTOMER REPLACED LINE SYSTEM NEED EVACUATED AND RECHARGED,"HÄNGEN SIE DIE MESSGERÄTE AN UND ZIEHEN SIE DAS SYSTEM MIT VAKUUM AN UND HALTEN SIE DAS SYSTEM IM VAKUUM, GELADEN MIT 4 LBS R134A FREONTEST RAN-GERÄT NIEDRIGE SEITE 12 PSI HOCHSEITE 200 PSI ENTLÜFTUNGSTEMPERATUR 46 GRAD UMGEBUNGSTEMPERATUR 79 GRAD F",SO0058936,OIL,R1341=30,66.0,1.1799,36.84,28.783498710836785,2023,8
SO0058947-8,SO0058947,2023-08-23,PASEIH,SPRAYS,0,YPT056896,End blew off the hose,"Der Kunde bestellte die defekte Leitung und schickte sie zurück, als die neue Leitung geliefert wurde. Er behauptete außerdem, dass 15 Gallonen Hydraulikflüssigkeit verloren gegangen seien, als die Leitung durchgebrannt sei. Der Kunde habe die Reparaturen veranlasst.",Inoperative - System,No Component Mentioned - No Component Mentioned,End blew off the hose,"Der Kunde bestellte die defekte Leitung und schickte sie zurück, als die neue Leitung geliefert wurde. Er behauptete außerdem, dass 15 Gallonen Hydraulikflüssigkeit verloren gegangen seien, als die Leitung durchgebrannt sei. Der Kunde habe die Reparaturen veranlasst.",SO0058947,PASE,OIL HV46 5GAL HYDRAULIC,360.36,0.0,255.03,2550.2999999999997,2023,8
SO0058951-1,SO0058951,2023-08-23,PASEIH,SPRAYS,0,YPT056896,End blew off the hose,"Der Kunde bestellte die defekte Leitung und schickte sie zurück, als die neue Leitung geliefert wurde. Er behauptete außerdem, dass 15 Gallonen Hydraulikflüssigkeit verloren gegangen seien, als die Leitung durchgebrannt sei. Der Kunde habe die Reparaturen veranlasst.",Disconnected - No Component Mentioned,No Component Mentioned - Loaded Software,End blew off the hose,"Der Kunde bestellte die defekte Leitung und schickte sie zurück, als die neue Leitung geliefert wurde. Er behauptete außerdem, dass 15 Gallonen Hydraulikflüssigkeit verloren gegangen seien, als die Leitung durchgebrannt sei. Der Kunde habe die Reparaturen veranlasst.",SO0058951,PASE,HOSE,207.97,0.0,159.9799,1599.7989999999998,2023,8
SO0058982-2,SO0058982,2023-08-24,PASEIH,SPRAYS,0,YPT056990,PDI/SETUP,"ABGESCHLOSSEN, ALLE FLÜSSIGKEITSTÄNDE ÜBERPRÜFT. DREHMOMENT AN RÄDERN ÜBERPRÜFT. WIEGE FÜR AUSLEGER AUSGESCHWEBEN. ANTRIEBSSYSTEM UND BREMSEN GEPRÜFT. GLAMOUR-PANEL VOM AUSleger ENTFERNT UND ZUR SEITE VERSCHOBEN. PANEL WAR FALSCH, MUSSTE RICHTIG BESTELLEN. FERTIG NACH PDI-SCHRITTEN IN ETIM.ENA","Derated - Machine, Error Code - Machine",DCU - Replaced,PDI/SETUP,"ABGESCHLOSSEN, ALLE FLÜSSIGKEITSTÄNDE ÜBERPRÜFT. DREHMOMENT AN RÄDERN ÜBERPRÜFT. WIEGE FÜR AUSLEGER AUSGESCHWEBEN. ANTRIEBSSYSTEM UND BREMSEN GEPRÜFT. GLAMOUR-PANEL VOM AUSleger ENTFERNT UND ZUR SEITE VERSCHOBEN. PANEL WAR FALSCH, MUSSTE RICHTIG BESTELLEN. FERTIG NACH PDI-SCHRITTEN IN ETIM.ENA",SO0058982,EMPIRE,IMPERIAL HARDWARE,2.8999,38.9298,2.24,0.05739204402789663,2023,8
SO0058989-1,SO0058989,2023-08-24,PASEIH,SPRAYS,0,YPT056990,INSTALL TIPS,3 Sätze Spitzen an den Sprühdüsen installiert.,Not Cooling - Air Conditioner,Air Conditioner - Recharged,INSTALL TIPS,3 Sätze Spitzen an den Sprühdüsen installiert.,SO0058989,PICK,"""2"""" GASKET""",4.7599,2.0,2.8,1.3333333333333333,2023,8
SO0058989-2,SO0058989,2023-08-24,PASEIH,SPRAYS,0,YPT056990,INSTALL TIPS,3 Sätze Spitzen an den Sprühdüsen installiert.,Inoperative - Spinner,Spinner Speed Sensor - Replaced,INSTALL TIPS,3 Sätze Spitzen an den Sprühdüsen installiert.,SO0058989,PICK,CLAMP,20.84,2.0,14.6,6.952380952380952,2023,8
SO0059001-2,SO0059001,2023-08-24,PASEIH,SPRAYS,0,YPT056990,INSTALL TIPS,3 Sätze Spitzen an den Sprühdüsen installiert.,Leak - Axle,RIght Front Axle Hose - Replaced,INSTALL TIPS,3 Sätze Spitzen an den Sprühdüsen installiert.,SO0059001,PICK,HARDWARE,39.56,2.0,27.6999,13.190428571428571,2023,8
SO0059006-1,SO0059006,2023-08-24,PASEIH,SPRAYS,0,YPT056990,TRIM PANEL IS INCORRECT FROM FACTORY.,"Der Ausleger wurde aus der Halterung gehoben und herausgeschwenkt, um auf den Laufsteg zuzugreifen. Die Leiter wurde zum Ausrichten und Installieren der korrekten Verkleidung auf dem Laufsteg mit der mitgelieferten Hardware verwendet. Der Ausleger wurde wieder in die Halterung geklappt.","Not Sealed - Door, Air Leak - Door","Door Latch - Realigned, Door - Replaced",TRIM PANEL IS INCORRECT FROM FACTORY.,"Der Ausleger wurde aus der Halterung gehoben und herausgeschwenkt, um auf den Laufsteg zuzugreifen. Die Leiter wurde zum Ausrichten und Installieren der korrekten Verkleidung auf dem Laufsteg mit der mitgelieferten Hardware verwendet. Der Ausleger wurde wieder in die Halterung geklappt.",SO0059006,PASE,PANEL,231.0,0.5,150.15,250.25000000000003,2023,8
SO0059006-2,SO0059006,2023-08-28,PASEIH,SPRAYS,0,YPT057018,NO AC,"Zum Bauernhof des Kunden gefahren. Begann mit der Behebung von AC-Problemen. Ich schaltete die Maschine ein und stellte fest, dass die Klimaanlage tatsächlich nicht funktionierte. Ausgeklappte Ausleger für Zugang zum Motor. Die geöffnete Motorhaube stellte fest, dass der Wechselstromkompressor von der linken Seite nicht zugänglich war. Benutzte eine Leiter, um auf die Bohrinsel zu gelangen",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,NO AC,"Zum Bauernhof des Kunden gefahren. Begann mit der Behebung von AC-Problemen. Ich schaltete die Maschine ein und stellte fest, dass die Klimaanlage tatsächlich nicht funktionierte. Ausgeklappte Ausleger für Zugang zum Motor. Die geöffnete Motorhaube stellte fest, dass der Wechselstromkompressor von der linken Seite nicht zugänglich war. Benutzte eine Leiter, um auf die Bohrinsel zu gelangen",SO0059006,PASE,REMAN-A/C COMPRESSOR,0.0,2.33,0.0,0.0,2023,8
SO0059006-4,SO0059006,2023-08-30,PASEIH,SPRAYS,2023,YPT056874,When I went out to get machine found. Found AIR ride AIR badges deflated.  Started machine RCM code was set.When driving machine checked W/S wiper system. Washer fluid did not work.,"Geprüftes Asper-Inspektionsblatt auf dem Laptop. Installierte Rundumleuchten, Funkantenne und zusätzliche Antenne für GPS-Empfänger.  Zusätzliche Kameras am Mittelteil des Auslegers und Spülventile am mittleren Produktausleger installiert.  PRÜFEN Sie die Lichter, die Hupe, die Sonnenblenden und das Radio. PRÜFEN Sie h",Not Mentioned - Not Mentioned,Tire - Installed,When I went out to get machine found. Found AIR ride AIR badges deflated.  Started machine RCM code was set.When driving machine checked W/S wiper system. Washer fluid did not work.,"Geprüftes Asper-Inspektionsblatt auf dem Laptop. Installierte Rundumleuchten, Funkantenne und zusätzliche Antenne für GPS-Empfänger.  Zusätzliche Kameras am Mittelteil des Auslegers und Spülventile am mittleren Produktausleger installiert.  PRÜFEN Sie die Lichter, die Hupe, die Sonnenblenden und das Radio. PRÜFEN Sie h",SO0059006,PICK,WINDSHIELD CLEAN,6.7999,39.0593,3.78,0.09652879392634699,2023,8
SO0059006-6,SO0059006,2023-08-30,PASEIH,SPRAYS,2023,YPT056874,When I went out to get machine found. Found AIR ride AIR badges deflated.  Started machine RCM code was set.When driving machine checked W/S wiper system. Washer fluid did not work.,"Geprüftes Asper-Inspektionsblatt auf dem Laptop. Installierte Rundumleuchten, Funkantenne und zusätzliche Antenne für GPS-Empfänger.  Zusätzliche Kameras am Mittelteil des Auslegers und Spülventile am mittleren Produktausleger installiert.  PRÜFEN Sie die Lichter, die Hupe, die Sonnenblenden und das Radio. PRÜFEN Sie h",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,When I went out to get machine found. Found AIR ride AIR badges deflated.  Started machine RCM code was set.When driving machine checked W/S wiper system. Washer fluid did not work.,"Geprüftes Asper-Inspektionsblatt auf dem Laptop. Installierte Rundumleuchten, Funkantenne und zusätzliche Antenne für GPS-Empfänger.  Zusätzliche Kameras am Mittelteil des Auslegers und Spülventile am mittleren Produktausleger installiert.  PRÜFEN Sie die Lichter, die Hupe, die Sonnenblenden und das Radio. PRÜFEN Sie h",SO0059006,PICK,RV ANTI FREEZE,260.3299,39.0593,184.25,4.705140285960168,2023,8
SO0059029-1,SO0059029,2023-08-30,PASEIH,SPRAYS,2023,YPT056874,When I went out to get machine found. Found AIR ride AIR badges deflated.  Started machine RCM code was set.When driving machine checked W/S wiper system. Washer fluid did not work.,"Geprüftes Asper-Inspektionsblatt auf dem Laptop. Installierte Rundumleuchten, Funkantenne und zusätzliche Antenne für GPS-Empfänger.  Zusätzliche Kameras am Mittelteil des Auslegers und Spülventile am mittleren Produktausleger installiert.  PRÜFEN Sie die Lichter, die Hupe, die Sonnenblenden und das Radio. PRÜFEN Sie h",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,When I went out to get machine found. Found AIR ride AIR badges deflated.  Started machine RCM code was set.When driving machine checked W/S wiper system. Washer fluid did not work.,"Geprüftes Asper-Inspektionsblatt auf dem Laptop. Installierte Rundumleuchten, Funkantenne und zusätzliche Antenne für GPS-Empfänger.  Zusätzliche Kameras am Mittelteil des Auslegers und Spülventile am mittleren Produktausleger installiert.  PRÜFEN Sie die Lichter, die Hupe, die Sonnenblenden und das Radio. PRÜFEN Sie h",SO0059029,PICK,HOWES FUEL TREATMENT,36.5099,39.0593,24.99,0.6381625820686273,2023,8
SO0059029-2,SO0059029,2023-08-31,PASEIH,SPRAYS,0,YPT056896,-Product pump would not run.-Service call- 80 miles total,"-Stellen Sie sicher, dass die Produktpumpe nicht läuft.-Die Produktpumpe läuft auch nicht von der entfernten Ladestation aus.-Überprüfen Sie die Spannung am Steuerventilmagneten für die Produktpumpe.  Es lag die richtige Spannung an. - Das Steuerventil wurde manuell eingeschraubt und die",Not Mentioned - Not Mentioned,"First Aid Kit - Installed, Fire Extinguisher - Installed, Air Hose - Installed",-Product pump would not run.-Service call- 80 miles total,"-Stellen Sie sicher, dass die Produktpumpe nicht läuft.-Die Produktpumpe läuft auch nicht von der entfernten Ladestation aus.-Überprüfen Sie die Spannung am Steuerventilmagneten für die Produktpumpe.  Es lag die richtige Spannung an. - Das Steuerventil wurde manuell eingeschraubt und die",SO0059029,PASE,OIL HV46 5GAL HYDRAULIC,120.12,5.8299,85.01,14.335823538339602,2023,8
SO0059029-4,SO0059029,2023-08-31,PASEIH,SPRAYS,0,YPT056896,-Product pump would not run.-Service call- 80 miles total,"-Stellen Sie sicher, dass die Produktpumpe nicht läuft.-Die Produktpumpe läuft auch nicht von der entfernten Ladestation aus.-Überprüfen Sie die Spannung am Steuerventilmagneten für die Produktpumpe.  Es lag die richtige Spannung an. - Das Steuerventil wurde manuell eingeschraubt und die",Not Mentioned - Tire,"Floater - Installed, No Component Mentioned - Stacked",-Product pump would not run.-Service call- 80 miles total,"-Stellen Sie sicher, dass die Produktpumpe nicht läuft.-Die Produktpumpe läuft auch nicht von der entfernten Ladestation aus.-Überprüfen Sie die Spannung am Steuerventilmagneten für die Produktpumpe.  Es lag die richtige Spannung an. - Das Steuerventil wurde manuell eingeschraubt und die",SO0059029,PASE,VALVE  FLOW CONTROL,368.55,5.8299,283.5,47.80856338218182,2023,8
SO0059029-5,SO0059029,2023-08-31,PASEIH,SPRAYS,0,YPT056896,-Product pump would not run.-Service call- 80 miles total,"-Stellen Sie sicher, dass die Produktpumpe nicht läuft.-Die Produktpumpe läuft auch nicht von der entfernten Ladestation aus.-Überprüfen Sie die Spannung am Steuerventilmagneten für die Produktpumpe.  Es lag die richtige Spannung an. - Das Steuerventil wurde manuell eingeschraubt und die",Not Mentioned - Auto Greaser,No Component Mentioned - No Component Mentioned,-Product pump would not run.-Service call- 80 miles total,"-Stellen Sie sicher, dass die Produktpumpe nicht läuft.-Die Produktpumpe läuft auch nicht von der entfernten Ladestation aus.-Überprüfen Sie die Spannung am Steuerventilmagneten für die Produktpumpe.  Es lag die richtige Spannung an. - Das Steuerventil wurde manuell eingeschraubt und die",SO0059029,PASE,PUMP,423.15,5.8299,325.5,54.89131351287543,2023,8
SO0059036-1,SO0059036,2023-09-18,PASEIH,SPRAYS,0,YPT056990,AUTOFOLD CAUSES BOOM TO DRAG AND BOOMS HIT CRADLE.AUTOBOOM DROPS RIGHT WING TO GROUND.,"BESTÄTIGTER FEHLER DURCH AUS- UND EINKLAPPBARES SPRÜHGERÄT. Der Ausleger ist beim Zusammenklappen inkonsistent, folgt nicht dem gleichen Weg und schlägt zeitweise auf die Halterungen. Ausgeklappte Ausleger und aktivierter automatischer Ausleger, der rechte Flügel sinkt unter den eingestellten Wert. EST angeschlossen und Softwareversionen auf Automatik gelesen",Not Mentioned - Valve,No Component Mentioned - No Component Mentioned,AUTOFOLD CAUSES BOOM TO DRAG AND BOOMS HIT CRADLE.AUTOBOOM DROPS RIGHT WING TO GROUND.,"BESTÄTIGTER FEHLER DURCH AUS- UND EINKLAPPBARES SPRÜHGERÄT. Der Ausleger ist beim Zusammenklappen inkonsistent, folgt nicht dem gleichen Weg und schlägt zeitweise auf die Halterungen. Ausgeklappte Ausleger und aktivierter automatischer Ausleger, der rechte Flügel sinkt unter den eingestellten Wert. EST angeschlossen und Softwareversionen auf Automatik gelesen",SO0059036,PASE,REMAN-SENSOR,145.4,3.58,108.0,29.34782608695652,2023,9
SO0059036-2,SO0059036,2023-09-18,PASEIH,SPRAYS,0,YPT056990,AUTOFOLD CAUSES BOOM TO DRAG AND BOOMS HIT CRADLE.AUTOBOOM DROPS RIGHT WING TO GROUND.,"BESTÄTIGTER FEHLER DURCH AUS- UND EINKLAPPBARES SPRÜHGERÄT. Der Ausleger ist beim Zusammenklappen inkonsistent, folgt nicht dem gleichen Weg und schlägt zeitweise auf die Halterungen. Ausgeklappte Ausleger und aktivierter automatischer Ausleger, der rechte Flügel sinkt unter den eingestellten Wert. EST angeschlossen und Softwareversionen auf Automatik gelesen",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,AUTOFOLD CAUSES BOOM TO DRAG AND BOOMS HIT CRADLE.AUTOBOOM DROPS RIGHT WING TO GROUND.,"BESTÄTIGTER FEHLER DURCH AUS- UND EINKLAPPBARES SPRÜHGERÄT. Der Ausleger ist beim Zusammenklappen inkonsistent, folgt nicht dem gleichen Weg und schlägt zeitweise auf die Halterungen. Ausgeklappte Ausleger und aktivierter automatischer Ausleger, der rechte Flügel sinkt unter den eingestellten Wert. EST angeschlossen und Softwareversionen auf Automatik gelesen",SO0059036,PASE,REMAN-SENSOR,-5.0,3.58,-5.0,-1.358695652173913,2023,9
SO0059036-3,SO0059036,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,SO0059036,PASE,"COUPLER,2 IN MANIFOLD",33.5,12.889700000000001,21.52,1.6566972293432487,2023,9
SO0059036-4,SO0059036,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,SO0059036,PK SYSTEMS,1/2 poly coupling,11.24,12.889700000000001,6.74,0.5188726452496978,2023,9
SO0059037-1,SO0059037,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,SO0059037,PK SYSTEMS,REDUCER BUSHING,2.0,12.889700000000001,2.03,0.15627766615087335,2023,9
SO0059045-1,SO0059045,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,Leak - Steering,"Seal - Replaced, Left Steering Cylinder - Reinstalled, Steering - Rephased",install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,SO0059045,PK SYSTEMS,CLAMP,7.95,12.889700000000001,3.25,0.25019823398538843,2023,9
SO0059080-1,SO0059080,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,Leak - Steering,Steering Cylinder - Replaced,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,SO0059080,PASE,REGULATOR,54.25,12.889700000000001,31.1099,2.3949667813729336,2023,9
SO0059080-2,SO0059080,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,"Not Increasing - Fan, Oil Leak - Valve","Fitting - Installed, Line - Installed, O Ring - Replaced",install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,SO0059080,PASE,ELBOW  45,5.5499,12.889700000000001,3.1,0.23865062318606278,2023,9
